Accession Number,DOI,Pubmed ID,Article Title,Link,Authors,Source,Research Area,Volume,Issue,Pages,Publication Date,Times Cited,Journal Expected Citations,Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Percentile in Subject Area,Journal Impact Factor
WOS:000362955400012,10.1007/s13361-015-1204-0,MEDLINE:26122521,Novor: Real-Time Peptide de Novo Sequencing Software,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000362955400012,"Ma, Bin",JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY,"BIOCHEMICAL RESEARCH METHODS; CHEMISTRY, ANALYTICAL; SPECTROSCOPY; CHEMISTRY, PHYSICAL; BIOCHEMISTRY & MOLECULAR BIOLOGY",26,11,1885-1894,2015,45,9.917391,9.45,4.54,4.7598,0.5132,2.869
WOS:000394428100007,10.1111/cobi.12788,MEDLINE:27334309,Mainstreaming the social sciences in conservation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000394428100007,"Bennett, Nathan J.; Roth, Robin; Klain, Sarah C.; Chan, Kai M. A.; Clark, Douglas A.",CONSERVATION BIOLOGY,BIODIVERSITY CONSERVATION; ECOLOGY; ENVIRONMENTAL SCIENCES,31,1,56-66,2017,45,5.568,3.38,8.08,13.3063,0.1143,5.89
WOS:000352870400010,10.1039/c5tc00380f,n/a,Silver nanowire coated threads for electrically conductive textiles,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000352870400010,"Atwa, Yahya; Maheshwari, Nupur; Goldthorpe, Irene A.",JOURNAL OF MATERIALS CHEMISTRY C,"MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, APPLIED",3,16,3908-3912,2015,41,17.521831,12.98,2.34,3.1588,5.2725,5.976
WOS:000348213600016,10.1038/ismej.2014.142,MEDLINE:25126756,Aquatic metagenomes implicate Thaumarchaeota in global cobalamin production,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000348213600016,"Doxey, Andrew C.; Kurtz, Daniel A.; Lynch, Michael D. J.; Sauder, Laura A.; Neufeld, Josh D.",ISME JOURNAL,ECOLOGY; MICROBIOLOGY,9,2,461-471,2015,38,31.231441,10.69,1.22,3.5563,3.6662,9.52
WOS:000335619200015,10.1016/j.bbamem.2013.12.015,MEDLINE:24374314,Plasma membranes as heat stress sensors: From lipid-controlled molecular switches to therapeutic applications,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000335619200015,"Toeroek, Zsolt; Crul, Tim; Maresca, Bruno; Schuetz, Gerhard J.; Viana, Felix",BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES,BIOPHYSICS; BIOCHEMISTRY & MOLECULAR BIOLOGY,1838,6,1594-1618,2014,38,40.177419,32.7,0.95,1.1619,24.5222,3.438
WOS:000367886200010,10.1136/oemed-2015-102992,MEDLINE:26552695,Effectiveness of workplace interventions in the prevention of upper extremity musculoskeletal disorders and symptoms: an update of the evidence,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000367886200010,"van Eerd, D.; Munhall, C.; Irvin, E.; Rempel, D.; Brewer, S.",OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",73,1,62-70,2016,35,10.777778,9.1,3.25,3.8455,3.2076,3.965
WOS:000347661100017,10.1016/j.apmr.2014.06.021,MEDLINE:25073007,Using the Systems Framework for Postural Control to Analyze the Components of Balance Evaluated in Standardized Balance Measures: A Scoping Review,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000347661100017,"Sibley, Kathryn M.; Beauchamp, Marla K.; Van Ooteghem, Karen; Straus, Sharon E.; Jaglal, Susan B.",ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,REHABILITATION; SPORT SCIENCES,96,1,122-132,2015,34,21.25,12.31,1.6,2.7621,4.3609,3.077
WOS:000327000500026,10.1016/j.tws.2013.08.014,n/a,Behavior of thin-walled circular hollow section tubes subjected to bending,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000327000500026,"Guo, Lanhui; Yang, Shijun; Jiao, Hui",THIN-WALLED STRUCTURES,"ENGINEERING, CIVIL",73,n/a,281-289,2013,32,14.812155,10.72,2.16,2.9852,6.5688,2.881
WOS:000371293100011,10.1101/gad.276931.115,MEDLINE:26944682,Diverse and pervasive subcellular distributions for both coding and long noncoding RNAs,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000371293100011,"Wilk, Ronit; Hu, Jack; Blotsky, Dmitry; Krause, Henry M.",GENES & DEVELOPMENT,CELL BIOLOGY; DEVELOPMENTAL BIOLOGY; GENETICS & HEREDITY,30,5,594-609,2016,31,17.189944,7.53,1.8,4.1179,2.1938,9.462
WOS:000378029700019,10.1016/j.cosust.2016.04.001,n/a,Socio-Environmental Systems (SES) Research: what have we learned and how can we use this information in future research programs,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000378029700019,"Turner, B. L., II; Esler, Karen J.; Bridgewater, Peter; Tewksbury, Joshua; Sitas, Nadia",CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,ENVIRONMENTAL SCIENCES; GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,19,n/a,160-168,2016,31,9.493506,7.62,3.27,4.0667,2.6877,4.186
WOS:000374803600029,10.1016/j.jhazmat.2016.01.007,MEDLINE:26844404,Mechanisms of mercury removal by biochars produced from different feedstocks determined using X-ray absorption spectroscopy,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000374803600029,"Liu, Peng; Ptacek, Carol J.; Blowes, David W.; Landis, Richard C.",JOURNAL OF HAZARDOUS MATERIALS,"ENGINEERING, ENVIRONMENTAL; ENVIRONMENTAL SCIENCES; ENGINEERING, CIVIL",308,n/a,233-242,2016,31,14.701603,8.47,2.11,3.6597,2.6877,6.434
WOS:000366138700009,10.1016/j.semcdb.2015.07.001,MEDLINE:26165820,How computational models can help unlock biological systems,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000366138700009,"Brodland, G. Wayne",SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,CELL BIOLOGY; DEVELOPMENTAL BIOLOGY,47-48,n/a,n/a,2015,30,23.030675,23.93,1.3,1.2534,21.2518,6.138
WOS:000364248300046,10.1016/j.renene.2015.07.077,n/a,Energy harvesting from a piezoelectric biomimetic fish tail,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000364248300046,"Cha, Youngsu; Chae, Woojin; Kim, Hubert; Walcott, Horace; Peterson, Sean D.",RENEWABLE ENERGY,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY; ENERGY & FUELS,86,n/a,449-458,2016,30,11.888986,9.19,2.52,3.2655,4.0326,4.9
WOS:000376811300001,10.1016/j.landurbplan.2016.03.010,n/a,"Managing invasive species in cities: A framework from Cape Town, South Africa",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000376811300001,"Gaertner, Mirijam; Larson, Brendon M. H.; Irlich, Ulrike M.; Holmes, Patricia M.; Stafford, Louise",LANDSCAPE AND URBAN PLANNING,"ENVIRONMENTAL STUDIES; GEOGRAPHY; Regional & Urban Planning; GEOGRAPHY, PHYSICAL; ECOLOGY; URBAN STUDIES",151,n/a,9-Jan,2016,28,10.054688,4.06,2.78,6.8947,0.6227,4.994
WOS:000354366200003,10.1111/obr.12281,MEDLINE:25875578,"The integrative role of leptin, oestrogen and the insulin family in obesity-associated breast cancer: potential effects of exercise",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000354366200003,"Schmidt, S.; Monk, J. M.; Robinson, L. E.; Mourtzakis, M.",OBESITY REVIEWS,ENDOCRINOLOGY & METABOLISM,16,6,473-487,2015,28,31.032787,19.23,0.9,1.4559,21.1134,8.483
WOS:000419993400009,10.1002/2016JE005225,n/a,"Evolved gas analyses of sedimentary rocks and eolian sediment in Gale Crater, Mars: Results of the Curiosity rover's sample analysis at Mars instrument from Yellowknife Bay to the Namib Dune",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000419993400009,"Sutter, B.; McAdam, A. C.; Mahaffy, P. R.; Ming, D. W.; Edgett, K. S.",JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS,GEOCHEMISTRY & GEOPHYSICS,122,12,2574-2609,2017,27,4.852713,2.96,5.56,9.1087,0.4435,3.544
WOS:000387527000011,10.1016/j.quascirev.2016.09.024,n/a,Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000387527000011,"Amesbury, Matthew J.; Swindles, Graeme T.; Bobrov, Anatoly; Charman, Dan J.; Holden, Joseph",QUATERNARY SCIENCE REVIEWS,"GEOSCIENCES, MULTIDISCIPLINARY; GEOGRAPHY, PHYSICAL",152,n/a,132-151,2016,27,9.95082,5.62,2.71,4.8075,1.6546,4.334
WOS:000361257200001,10.1016/j.epsr.2015.06.010,n/a,Probabilistic coordination of microgrid energy resources operation considering uncertainties,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000361257200001,"Alharbi, Walled; Raahemifar, Kaamran",ELECTRIC POWER SYSTEMS RESEARCH,"ENGINEERING, ELECTRICAL & ELECTRONIC",128,n/a,10-Jan,2015,27,10.607261,8.8,2.55,3.0698,6.7994,2.856
WOS:000419993400007,10.1002/2017JE005267,MEDLINE:29497589,"Chemistry, mineralogy, and grain properties at Namib and High dunes, Bagnold dune field, Gale crater, Mars: A synthesis of Curiosity rover observations",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000419993400007,"Ehlmann, B. L.; Edgett, K. S.; Sutter, B.; Achilles, C. N.; Litvak, M. L.",JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS,GEOCHEMISTRY & GEOPHYSICS,122,12,2510-2543,2017,26,4.852713,2.96,5.36,8.7714,0.4763,3.544
