Accession Number,DOI,Pubmed ID,Article Title,Link,Authors,Source,Research Area,Volume,Issue,Pages,Publication Date,Times Cited,Journal Expected Citations,Category Expected Citations,Journal Normalized Citation Impact,Category Normalized Citation Impact,Percentile in Subject Area,Journal Impact Factor
WOS:000425514300075,10.1002/2017GL075832,n/a,Dry Deposition of Reactive Nitrogen From Satellite Observations of Ammonia and Nitrogen Dioxide Over North America,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000425514300075,"Kharol, S. K.; Shephard, M. W.; McLinden, C. A.; Zhang, L.; Sioris, C. E.",GEOPHYSICAL RESEARCH LETTERS,"GEOSCIENCES, MULTIDISCIPLINARY",45,2,1157-1166,2018,4,1.412121,1.07,2.83,3.7326,7.525,4.339
WOS:000428505600009,10.3390/brainsci8030046,MEDLINE:29547520,The Dynamic Environment of Crypto Markets: The Lifespan of New Psychoactive Substances (NPS) and Vendors Selling NPS,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000428505600009,"Wadsworth, Elle; Drummond, Colin; Deluca, Paolo",BRAIN SCIENCES,NEUROSCIENCES,8,3,n/a,2018,4,0.614286,1.29,6.51,3.1088,9.8563,n/a
WOS:000445543500131,10.3390/ijerph15071424,MEDLINE:29986420,Food Insecurity and Mental Health among Females in High-Income Countries,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000445543500131,"Maynard, Merryn; Andrade, Lesley; Packull-McCormick, Sara; Perlman, Christopher M.; Leos-Toro, Cesar",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; ENVIRONMENTAL SCIENCES",15,7,n/a,2018,4,1.478927,1.98,2.7,2.0169,11.1287,2.145
WOS:000425877900018,10.1016/j.diabres.2017.12.008,MEDLINE:29258886,The risk of fragility fractures in new users of dipeptidyl peptidase-4 inhibitors compared to sulfonylureas and other anti-diabetic drugs: A cohort study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000425877900018,"Gamble, John-Michael; Donnan, Jennifer R.; Chibrikov, Eugene; Twells, Laurie K.; Midodzi, William K.",DIABETES RESEARCH AND CLINICAL PRACTICE,ENDOCRINOLOGY & METABOLISM,136,n/a,159-167,2018,4,1.047904,1.33,3.82,2.9968,9.4574,2.548
WOS:000448555800031,10.3390/rs10101531,n/a,Mobile Laser Scanned Point-Clouds for Road Object Detection and Extraction: A Review,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000448555800031,"Ma, Lingfei; Li, Ying; Li, Jonathan; Wang, Cheng; Wang, Ruisheng",REMOTE SENSING,REMOTE SENSING,10,10,n/a,2018,4,3.891892,2.88,1.03,1.3907,28.5714,3.406
WOS:000435132100004,10.1088/1367-2630/aac58b,n/a,Space QUEST mission proposal: experimentally testing decoherence due to gravity,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000435132100004,"Joshi, Siddarth Koduru; Pienaar, Jacques; Ralph, Timothy C.; Cacciapuoti, Luigi; McCutcheon, Will",NEW JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY",20,n/a,n/a,2018,4,1.603858,1.46,2.49,2.7355,10.9204,3.579
WOS:000426200000016,10.1002/advs.201700608,MEDLINE:29610726,"Electroplex as a New Concept of Universal Host for Improved Efficiency and Lifetime in Red, Yellow, Green, and Blue Phosphorescent Organic Light-Emitting Diodes",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426200000016,"Song, Wook; Lee, Jun Yeob; Cho, Yong Joo; Yu, Hyeonghwa; Aziz, Hany",ADVANCED SCIENCE,"MATERIALS SCIENCE, MULTIDISCIPLINARY; CHEMISTRY, MULTIDISCIPLINARY; NANOSCIENCE & NANOTECHNOLOGY",5,2,n/a,2018,4,3.962428,2.02,1.01,1.9788,14.8543,12.441
WOS:000426359800003,10.1007/JHEP02(2018)172,n/a,Extended effective field theory of inflation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426359800003,"Ashoorioon, Amjad; Casadio, Roberto; Cicoli, Michele; Geshnizjani, Ghazal; Kim, Hyung J.",JOURNAL OF HIGH ENERGY PHYSICS,"PHYSICS, PARTICLES & FIELDS",n/a,2,n/a,2018,4,3.002806,2.01,1.33,1.9894,17.9055,5.541
WOS:000426510600009,10.1002/hyp.11434,n/a,"Assessing water contamination risk from vegetation fires: Challenges, opportunities and a framework for progress",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426510600009,"Nunes, Joao P.; Doerr, Stefan H.; Sheridan, Gary; Neris, Jonay; Santin, Cristina",HYDROLOGICAL PROCESSES,WATER RESOURCES,32,5,687-694,2018,4,4,2.61,1,1.5355,23.0594,3.181
WOS:000443175500002,10.1126/sciadv.aan8983,MEDLINE:29938217,Extensive marine anoxia during the terminal Ediacaran Period,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000443175500002,"Zhang, Feifei; Xiao, Shuhai; Kendall, Brian; Romaniello, Stephen J.; Cui, Huan",SCIENCE ADVANCES,GEOCHEMISTRY & GEOPHYSICS,4,6,n/a,2018,4,3.436508,1.04,1.16,3.8311,7.4783,11.511
WOS:000428993300011,10.1103/PhysRevD.97.075003,n/a,Lorentz violation and generalized uncertainty principle,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000428993300011,"Lambiase, Gaetano; Scardigli, Fabio",PHYSICAL REVIEW D,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",97,7,n/a,2018,4,2.393201,2.08,1.67,1.9254,17.9055,4.394
WOS:000419706300009,10.1007/s11128-017-1777-6,n/a,Dipolar relaxation mechanism of long-lived states of methyl groups,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000419706300009,"Annabestani, Razieh; Cory, David G.",QUANTUM INFORMATION PROCESSING,"PHYSICS, MATHEMATICAL; QUANTUM SCIENCE & TECHNOLOGY; PHYSICS, MULTIDISCIPLINARY",17,1,n/a,2018,3,0.719298,1.09,4.17,2.7483,8.6142,2.283
WOS:000435567200142,10.1136/bmjopen-2017-021080,MEDLINE:29804064,Risky business: a longitudinal study examining cigarette smoking initiation among susceptible and non-susceptible e-cigarette users in Canada,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000435567200142,"Aleyan, Sarah; Cole, Adam; Qian, Wei; Leatherdale, Scott T.",BMJ OPEN,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",8,5,n/a,2018,3,0.499052,0.74,6.01,4.0815,7.5309,2.413
WOS:000414922600141,10.1016/j.scitotenv.2017.09.291,MEDLINE:29751442,"The effect of portable HEPA filter air cleaners on indoor PM2.5 concentrations and second hand tobacco smoke exposure among pregnant women in Ulaanbaatar, Mongolia: The UGAAR randomized controlled trial",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000414922600141,"Barn, Prabjit; Gombojav, Enkhjargal; Ochir, Chimedsuren; Laagan, Bayarkhuu; Beejin, Bolor",SCIENCE OF THE TOTAL ENVIRONMENT,ENVIRONMENTAL SCIENCES,615,n/a,1379-1389,2018,3,2.860568,1.46,1.05,2.0544,18.6256,4.61
WOS:000424085900007,10.3390/pr6010008,n/a,Computational Package for Copolymerization Reactivity Ratio Estimation: Improved Access to the Error-in-Variables-Model,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000424085900007,"Scott, Alison J.; Penlidis, Alexander",PROCESSES,"ENGINEERING, CHEMICAL",6,1,n/a,2018,3,0.908714,1.9,3.3,1.5811,22.6493,1.279
WOS:000424918000001,10.3892/ijmm.2018.3364,MEDLINE:29328393,Paediatric Virology and its interaction between basic science and clinical practice,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000424918000001,"Mammas, Ioannis N.; Greenough, Anne; Theodoridou, Maria; Kramvis, Anna; Rusan, Maria",INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,"MEDICINE, RESEARCH & EXPERIMENTAL",41,3,1165-1176,2018,3,2.190476,1.52,1.37,1.9771,18.287,2.784
WOS:000435875400017,10.3390/molecules23061255,MEDLINE:29794982,Performance Comparisons of Polymer Semiconductors Synthesized by Direct (Hetero)Arylation Polymerization (DHAP) and Conventional Methods for Organic Thin Film Transistors and Organic Photovoltaics,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000435875400017,"Hendsbee, Arthur D.; Li, Yuning",MOLECULES,"BIOCHEMISTRY & MOLECULAR BIOLOGY; CHEMISTRY, MULTIDISCIPLINARY",23,6,n/a,2018,3,1.829694,3.22,1.64,0.9313,29.6132,3.098
WOS:000441644200005,10.1016/j.hydromet.2018.05.004,n/a,"Bio-processing of a saline, calcareous copper sulfide ore by sequential leaching",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000441644200005,"Pakostova, Eva; Grail, Barry M.; Johnson, D. Barrie",HYDROMETALLURGY,METALLURGY & METALLURGICAL ENGINEERING,179,n/a,36-43,2018,3,1.052209,1.28,2.85,2.3476,16.5511,3.3
WOS:000431848500043,10.1016/j.scitotenv.2018.01.226,MEDLINE:29426167,Spatiotemporal analysis of bacterial biomass and activity to understand surface and groundwater interactions in a highly dynamic riverbank filtration system,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431848500043,"van Driezum, Inge H.; Chik, Alex H. S.; Jakwerth, Stefan; Lindner, Gerhard; Farnleitner, Andreas H.",SCIENCE OF THE TOTAL ENVIRONMENT,ENVIRONMENTAL SCIENCES,627,n/a,450-461,2018,3,2.860568,1.46,1.05,2.0544,18.6256,4.61
WOS:000431743500240,10.1136/bmjopen-2017-019011,MEDLINE:29301763,Mental disorder in children with physical conditions: a pilot study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000431743500240,"Butler, Alexandra; Van Lieshout, Ryan J.; Lipman, Ellen Louise; MacMillan, Harriet L.; Gonzalez, Andrea",BMJ OPEN,"MEDICINE, GENERAL & INTERNAL",8,1,n/a,2018,3,0.499052,1.05,6.01,2.8693,8.2912,2.413
WOS:000443745700009,10.1038/s41598-018-31661-6,MEDLINE:30185809,Pixelated Metasurface for Dual-Band and Multi-Polarization Electromagnetic Energy Harvesting,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000443745700009,"Ghaderi, Bagher; Nayyeri, Vahid; Soleimani, Mohammad; Ramahi, Omar M.",SCIENTIFIC REPORTS,"PHYSICS, APPLIED",8,n/a,n/a,2018,3,1.078694,1.69,2.78,1.7764,18.9858,4.122
WOS:000429129800001,10.5194/tc-12-1137-2018,n/a,"Canadian snow and sea ice: assessment of snow, sea ice, and related climate processes in Canada's Earth system model and climate-prediction system",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000429129800001,"Kushner, Paul J.; Mudryk, Lawrence R.; Merryfield, William; Ambadan, Jaison T.; Berg, Aaron",CRYOSPHERE,"GEOSCIENCES, MULTIDISCIPLINARY; GEOGRAPHY, PHYSICAL",12,4,1137-1156,2018,3,1.842795,1.07,1.63,2.8133,12.5366,4.524
WOS:000440912000104,10.1149/2.0921807jes,n/a,Virtual Liquid Water Intrusion in Fuel Cell Gas Diffusion Media,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000440912000104,"Sabharwal, Mayank; Gostick, Jeff T.; Secanell, Marc",JOURNAL OF THE ELECTROCHEMICAL SOCIETY,"MATERIALS SCIENCE, COATINGS & FILMS; ELECTROCHEMISTRY",165,7,F553-F563,2018,3,1.114,1.91,2.69,1.5708,23.644,3.662
WOS:000451024700001,10.1111/geb.12821,n/a,Tundra Trait Team: A database of plant traits spanning the tundra biome,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000451024700001,"Bjorkman, Anne D.; Myers-Smith, Isla H.; Elmendorf, Sarah C.; Normand, Signe; Thomas, Haydn J. D.",GLOBAL ECOLOGY AND BIOGEOGRAPHY,"ECOLOGY; GEOGRAPHY, PHYSICAL",27,12,1402-1411,2018,3,4.666667,2.29,0.64,1.3104,18.3333,5.958
WOS:000427061700007,10.1007/s00421-018-3811-5,MEDLINE:29356950,The reliability of methods to estimate the number and size of human motor units and their use with large limb muscles,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427061700007,"Piasecki, M.; Ireland, A.; Piasecki, J.; Stashuk, D. W.; McPhee, J. S.",EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,SPORT SCIENCES; PHYSIOLOGY,118,4,767-775,2018,3,0.733333,0.88,4.09,3.392,9.4424,2.401
WOS:000433947600001,10.2196/medinform.7601,MEDLINE:29351894,The Use of Technology in Identifying Hospital Malnutrition: Scoping Review,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000433947600001,"Trtovac, Dino; Lee, Joon",JMIR MEDICAL INFORMATICS,MEDICAL INFORMATICS,6,1,n/a,2018,3,1.4,1.57,2.14,1.9149,20,n/a
WOS:000424196800072,10.1016/j.scitotenv.2017.11.303,MEDLINE:29197290,"Simulating water quality and ecological status of Lake Vansjo, Norway, under land-use and climate change by linking process-oriented models with a Bayesian network",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000424196800072,"Couture, Raoul-Marie; Moe, S. Jannicke; Lin, Yan; Kaste, Oyvind; Haande, Sigrid",SCIENCE OF THE TOTAL ENVIRONMENT,ENVIRONMENTAL SCIENCES,621,n/a,713-724,2018,3,2.860568,1.46,1.05,2.0544,18.6256,4.61
WOS:000436424200001,10.5194/esd-9-895-2018,n/a,Modelling feedbacks between human and natural processes in the land system,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000436424200001,"Robinson, Derek T.; Di Vittorio, Alan; Alexander, Peter; Arneth, Almut; Barton, C. Michael",EARTH SYSTEM DYNAMICS,"GEOSCIENCES, MULTIDISCIPLINARY",9,2,895-914,2018,3,1.315789,1.07,2.28,2.7995,12.5366,3.769
WOS:000426721400107,10.3390/ijerph15020282,MEDLINE:29415523,Testing Cessation Messages for Cigarette Package Inserts: Findings from a Best/Worst Discrete Choice Experiment,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426721400107,"Thrasher, James F.; Islam, Farahnaz; Davis, Rachel E.; Popova, Lucy; Lambert, Victoria",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; ENVIRONMENTAL SCIENCES",15,2,n/a,2018,2,0.689001,0.98,2.9,2.0453,15.2367,2.145
WOS:000424629500002,10.1088/1741-2552/aa9666,MEDLINE:29076456,Robust extraction of basis functions for simultaneous and proportional myoelectric control via sparse non-negative matrix factorization,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000424629500002,"Lin, Chuang; Wang, Binghui; Jiang, Ning; Farina, Dario",JOURNAL OF NEURAL ENGINEERING,"ENGINEERING, BIOMEDICAL; NEUROSCIENCES",15,2,n/a,2018,2,1.336406,1.22,1.5,1.6437,24.5916,3.92
WOS:000442266300001,10.5194/hess-22-4381-2018,n/a,"Groundwater origin, flow regime and geochemical evolution in arid endorheic watersheds: a case study from the Qaidam Basin, northwestern China",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000442266300001,"Xiao, Yong; Shao, Jingli; Frape, Shaun K.; Cui, Yali; Dang, XueYa",HYDROLOGY AND EARTH SYSTEM SCIENCES,"WATER RESOURCES; GEOSCIENCES, MULTIDISCIPLINARY",22,8,4381-4400,2018,2,1.345304,1,1.49,1.9994,20.2933,4.256
WOS:000426564900011,10.1007/s10899-017-9699-x,MEDLINE:28702882,"Near-Misses and Stop Buttons in Slot Machine Play: An Investigation of How They Affect Players, and May Foster Erroneous Cognitions",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000426564900011,"Dixon, Mike J.; Larche, Chanel J.; Stange, Madison; Graydon, Candice; Fugelsang, Jonathan A.",JOURNAL OF GAMBLING STUDIES,"PSYCHOLOGY, MULTIDISCIPLINARY; SUBSTANCE ABUSE",34,1,161-180,2018,2,1.012987,0.77,1.97,2.5933,13.2825,2.09
WOS:000422740600022,10.1038/s41598-018-19313-1,MEDLINE:29348436,High-throughput analysis using non-depletive SPME: challenges and applications to the determination of free and total concentrations in small sample volumes,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000422740600022,"Boyaci, Ezel; Bojko, Barbara; Reyes-Garces, Nathaly; Poole, Justen J.; Gomez-Rios, German Augusto",SCIENTIFIC REPORTS,"CHEMISTRY, ANALYTICAL",8,n/a,n/a,2018,2,1.078694,1.55,1.85,1.2865,31.3717,4.122
WOS:000427653600004,10.1186/s12984-018-0363-1,MEDLINE:29534764,Online mapping of EMG signals into kinematics by autoencoding,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427653600004,"Vujaklija, Ivan; Shalchyan, Vahid; Kamavuako, Ernest N.; Jiang, Ning; Marateb, Hamid R.",JOURNAL OF NEUROENGINEERING AND REHABILITATION,"REHABILITATION; ENGINEERING, BIOMEDICAL; NEUROSCIENCES",15,n/a,n/a,2018,2,0.621359,0.86,3.22,2.3178,11.8775,3.865
WOS:000448400500002,10.3390/universe4090093,n/a,Greybody Factors for Schwarzschild Black Holes: Path-Ordered Exponentials and Product Integrals,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000448400500002,"Gray, Finnian; Visser, Matt",UNIVERSE,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",4,9,n/a,2018,2,0.984615,2.08,2.03,0.9627,37.2754,n/a
WOS:000423021000001,10.5194/acp-18-691-2018,n/a,MLS measurements of stratospheric hydrogen cyanide during the 2015-2016 El Nino event,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000423021000001,"Pumphrey, Hugh C.; Glatthor, Norbert; Bernath, Peter F.; Boone, Christopher D.; Hannigan, James W.",ATMOSPHERIC CHEMISTRY AND PHYSICS,METEOROLOGY & ATMOSPHERIC SCIENCES,18,2,691-703,2018,2,1.900104,1.24,1.05,1.6086,26.7849,5.509
WOS:000433362900010,10.1098/rsta.2017.0323,MEDLINE:29807900,The small stellated dodecahedron code and friends,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000433362900010,"Conrad, J.; Chamberland, C.; Breuckmann, N. P.; Terhal, B. M.",PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,QUANTUM SCIENCE & TECHNOLOGY,376,2123,n/a,2018,2,2.109705,1.18,0.95,1.6968,23.5487,2.748
WOS:000437397400025,10.5751/ES-10076-230217,n/a,Intersectorality in the governance of inland fisheries,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000437397400025,"Song, Andrew M.; Bower, Shannon D.; Onyango, Paul; Cooke, Steven J.; Akintola, Shehu L.",ECOLOGY AND SOCIETY,ENVIRONMENTAL STUDIES; ECOLOGY,23,2,n/a,2018,2,1.017647,1.06,1.97,1.8889,21.3321,3.256
WOS:000428452800005,10.1111/mcn.12518,MEDLINE:28960913,Willingness to pay for small-quantity lipid-based nutrient supplements for women and children: Evidence from Ghana and Malawi,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000428452800005,"Adams, Katherine P.; Vosti, Stephen A.; Ayifah, Emmanuel; Phiri, Thokozani E.; Adu-Afarwuah, Seth",MATERNAL AND CHILD NUTRITION,PEDIATRICS; NUTRITION & DIETETICS,14,2,n/a,2018,2,1.244048,0.86,1.61,2.3141,14.4998,3.233
WOS:000430399600005,10.1111/tgis.12321,n/a,Inference and analysis across spatial supports in the big data era: Uncertain point observations and geographic contexts,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000430399600005,"Robertson, Colin; Feick, Rob",TRANSACTIONS IN GIS,GEOGRAPHY,22,2,455-476,2018,2,0.696203,0.76,2.87,2.6242,17.2407,1.91
WOS:000437113500012,10.1103/PhysRevD.98.026005,n/a,Topological and time dependence of the action-complexity relation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000437113500012,"Sinamuli, Musema; Mann, Robert B.",PHYSICAL REVIEW D,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",98,2,n/a,2018,2,2.393201,2.08,0.84,0.9627,37.2754,4.394
WOS:000427985900002,10.1103/PhysRevD.97.065014,n/a,Phase structure of completely asymptotically free SU(N-c) models with quarks and scalar quarks,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000427985900002,"Hansen, F. F.; Janowski, T.; Langaeble, K.; Mann, R. B.; Sannino, F.",PHYSICAL REVIEW D,"PHYSICS, PARTICLES & FIELDS; ASTRONOMY & ASTROPHYSICS",97,6,n/a,2018,2,2.393201,2.08,0.84,0.9627,37.2754,4.394
WOS:000428603100049,10.1371/journal.pone.0194137,MEDLINE:29590147,Influence of bone-conducted vibration on simulator sickness in virtual reality,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000428603100049,"Weech, Seamas; Moon, Jae; Troje, Nikolaus F.",PLOS ONE,ERGONOMICS,13,3,n/a,2018,2,0.586908,0.67,3.41,3.0009,15.0347,2.766
WOS:000423041100015,10.3934/dcdsb.2018043,n/a,HOW SEASONAL FORCING INFLUENCES THE COMPLEXITY OF A PREDATOR-PREY SYSTEM,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=tsmetrics&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000423041100015,"Li, Xueping; Ren, Jingli; Campbell, Sue Ann; Wolkowicz, Gail S. K.; Zhu, Huaiping",DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B,"MATHEMATICS, APPLIED",23,2,785-807,2018,2,0.378505,0.66,5.28,3.0105,12.2162,0.972
