DOI,publisher,is-referenced-by-count,container-title,subject
10.1186/s12879-015-1193-4,Springer Nature,20,BMC Infectious Diseases,
10.1103/physrevlett.110.040501,American Physical Society (APS),18,Physical Review Letters,General Physics and Astronomy
10.5194/amt-7-3633-2014,Copernicus GmbH,19,Atmospheric Measurement Techniques,
10.1186/s12937-015-0051-y,Springer Nature,28,Nutrition Journal,Nutrition and Dietetics;Medicine (miscellaneous)
10.2196/resprot.6558,JMIR Publications Inc.,27,JMIR Research Protocols,
10.1103/physreva.93.023602,American Physical Society (APS),16,Physical Review A,
10.1016/j.polymer.2012.11.067,Elsevier BV,20,Polymer,Organic Chemistry;Polymers and Plastics
10.17269/cjph.107.5344,Springer Nature,11,Canadian Journal of Public Health,
10.3847/0004-637x/816/2/48,American Astronomical Society,24,The Astrophysical Journal,
10.1080/09500340.2015.1010620,Informa UK Limited,19,Journal of Modern Optics,
10.1371/journal.pone.0127428,Public Library of Science (PLoS),30,PLOS ONE,
10.1021/ac5015673,American Chemical Society (ACS),19,Analytical Chemistry,
10.1017/cjn.2016.2,Cambridge University Press (CUP),23,Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques,Neurology;Clinical Neurology;General Medicine
10.1038/ncomms10138,Springer Science and Business Media LLC,26,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1007/s00198-013-2419-1,Springer Science and Business Media LLC,25,Osteoporosis International,"Endocrinology, Diabetes and Metabolism"
10.3109/09593985.2014.1003118,Informa UK Limited,21,Physiotherapy Theory and Practice,
10.1109/access.2016.2537208,Institute of Electrical and Electronics Engineers (IEEE),40,IEEE Access,
10.2522/ptj.20130404,Oxford University Press (OUP),18,Physical Therapy,
10.1002/cncr.28847,Wiley,24,Cancer,
10.1038/srep02689,Springer Science and Business Media LLC,22,Scientific Reports,Multidisciplinary
10.1021/acsami.6b00461,American Chemical Society (ACS),19,ACS Applied Materials & Interfaces,
10.1038/nchembio.2232,Springer Nature,27,Nature Chemical Biology,Cell Biology;Molecular Biology
10.1128/aem.02268-12,American Society for Microbiology,21,Applied and Environmental Microbiology,Biotechnology;Food Science;Ecology;Applied Microbiology and Biotechnology
10.1186/1476-072x-12-32,Springer Nature,16,International Journal of Health Geographics,
10.1016/j.chb.2016.11.062,Elsevier BV,39,Computers in Human Behavior,
10.1017/s1368980013002516,Cambridge University Press (CUP),17,Public Health Nutrition,"Nutrition and Dietetics;Public Health, Environmental and Occupational Health;Medicine (miscellaneous)"
10.1016/j.ymeth.2013.08.021,Elsevier BV,21,Methods,
10.1371/journal.pone.0070338,Public Library of Science (PLoS),18,PLoS ONE,
10.1186/s12889-016-2933-0,Springer Nature,22,BMC Public Health,
10.1093/mnras/stw1550,Oxford University Press (OUP),19,Monthly Notices of the Royal Astronomical Society,
10.1093/mnras/stu2695,Oxford University Press (OUP),16,Monthly Notices of the Royal Astronomical Society,
10.1186/1556-276x-8-184,Springer Nature,12,Nanoscale Research Letters,
10.1088/0004-637x/763/1/63,IOP Publishing,17,The Astrophysical Journal,Space and Planetary Science;Astronomy and Astrophysics
10.1021/acs.biochem.6b00132,American Chemical Society (ACS),23,Biochemistry,
10.1186/s40478-016-0313-8,Springer Nature,18,Acta Neuropathologica Communications,
10.1016/j.nuclphysb.2016.02.023,Elsevier BV,19,Nuclear Physics B,
10.1214/12-aap899,Institute of Mathematical Statistics,21,The Annals of Applied Probability,
10.1364/oe.21.003043,The Optical Society,16,Optics Express,
10.1002/cbic.201600708,Wiley,24,ChemBioChem,
10.2196/resprot.3823,JMIR Publications Inc.,34,JMIR Research Protocols,
10.1117/1.jbo.18.7.076008,SPIE-Intl Soc Optical Eng,21,Journal of Biomedical Optics,
10.3390/ijerph110606009,MDPI AG,23,International Journal of Environmental Research and Public Health,
10.1038/ncomms8421,Springer Science and Business Media LLC,20,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.4103/0972-4923.170411,Medknow,23,Conservation and Society,
10.1111/conl.12090,Wiley,21,Conservation Letters,
10.1088/1367-2630/18/5/053024,IOP Publishing,4,New Journal of Physics,
10.1038/srep02305,Springer Science and Business Media LLC,18,Scientific Reports,Multidisciplinary
10.4319/lo.2013.58.3.1075,Wiley,17,Limnology and Oceanography,
10.1103/physrevlett.114.140501,American Physical Society (APS),17,Physical Review Letters,
10.1093/ajcp/aqw143,Oxford University Press (OUP),1,American Journal of Clinical Pathology,
10.1103/physrevb.94.201108,American Physical Society (APS),22,Physical Review B,
10.1109/tpds.2012.197,Institute of Electrical and Electronics Engineers (IEEE),20,IEEE Transactions on Parallel and Distributed Systems,Signal Processing;Hardware and Architecture;Computational Theory and Mathematics
10.1016/j.jtos.2017.08.003,Elsevier BV,49,The Ocular Surface,
10.5888/pcd11.140094,Centers for Disease Control and Prevention (CDC),15,Preventing Chronic Disease,
10.3847/1538-3881/153/1/38,American Astronomical Society,21,The Astronomical Journal,
10.1088/0004-637x/784/1/18,IOP Publishing,18,The Astrophysical Journal,
10.1002/2014jd021858,American Geophysical Union (AGU),13,Journal of Geophysical Research: Atmospheres,
10.1371/journal.pone.0161248,Public Library of Science (PLoS),23,PLOS ONE,
10.1016/j.socscimed.2015.05.042,Elsevier BV,23,Social Science & Medicine,
10.1103/physreva.90.062127,American Physical Society (APS),18,Physical Review A,
10.17269/cjph.106.4684,Springer Nature,22,Canadian Journal of Public Health,
10.1371/journal.pone.0063584,Public Library of Science (PLoS),17,PLoS ONE,
10.1038/srep15178,Springer Science and Business Media LLC,19,Scientific Reports,Multidisciplinary
10.1073/pnas.1515528113,Proceedings of the National Academy of Sciences,21,Proceedings of the National Academy of Sciences,
10.1088/1367-2630/16/5/053015,IOP Publishing,16,New Journal of Physics,
10.1038/mt.2014.24,Elsevier BV,23,Molecular Therapy,
10.1007/jhep07(2015)137,Springer Nature,5,Journal of High Energy Physics,
10.1371/journal.pbio.1002020,Public Library of Science (PLoS),24,PLoS Biology,
10.1371/journal.pone.0144986,Public Library of Science (PLoS),19,PLOS ONE,
10.1007/s11277-014-2182-4,Springer Science and Business Media LLC,17,Wireless Personal Communications,Electrical and Electronic Engineering;Computer Science Applications
10.1103/physreva.90.052305,American Physical Society (APS),22,Physical Review A,
10.1007/jhep08(2017)097,Springer Nature,20,Journal of High Energy Physics,
10.1016/s0140-6736(13)61504-4,Elsevier BV,14,The Lancet,
10.1103/physrevb.87.161306,American Physical Society (APS),19,Physical Review B,
10.1073/pnas.1604978113,Proceedings of the National Academy of Sciences,30,Proceedings of the National Academy of Sciences,Multidisciplinary
10.7448/ias.16.1.17978,Wiley,17,Journal of the International AIDS Society,
10.3945/jn.114.208579,Oxford University Press (OUP),16,The Journal of Nutrition,
10.1038/srep02991,Springer Science and Business Media LLC,20,Scientific Reports,Multidisciplinary
10.3389/fnhum.2015.00117,Frontiers Media SA,18,Frontiers in Human Neuroscience,
10.1158/0008-5472.can-12-3783,American Association for Cancer Research (AACR),20,Cancer Research,
10.1093/mnras/stu2297,Oxford University Press (OUP),13,Monthly Notices of the Royal Astronomical Society,
10.1167/iovs.14-14430,Association for Research in Vision and Ophthalmology (ARVO),12,Investigative Ophthalmology & Visual Science,
10.1016/j.jestch.2015.05.005,Elsevier BV,20,"Engineering Science and Technology, an International Journal",
10.4319/lo.2014.59.6.1805,Wiley,21,Limnology and Oceanography,
10.5194/acp-14-4065-2014,Copernicus GmbH,14,Atmospheric Chemistry and Physics,
10.1016/j.jconhyd.2014.04.006,Elsevier BV,17,Journal of Contaminant Hydrology,
10.1111/1574-6968.12294,Oxford University Press (OUP),3,FEMS Microbiology Letters,
10.1371/journal.pone.0061765,Public Library of Science (PLoS),17,PLoS ONE,
10.1080/02640414.2016.1142109,Informa UK Limited,22,Journal of Sports Sciences,
10.18352/ijc.584,Uopen Journals,18,International Journal of the Commons,
10.1007/s12630-012-9879-1,Springer Science and Business Media LLC,20,Canadian Journal of Anesthesia/Journal canadien d'anesthésie,Anesthesiology and Pain Medicine;General Medicine
10.1039/c3em00630a,Royal Society of Chemistry (RSC),17,Environ. Sci.: Processes Impacts,
10.5770/cgj.20.240,Canadian Geriatrics Society,22,Canadian Geriatrics Journal,
10.1103/physreve.91.023301,American Physical Society (APS),19,Physical Review E,
10.1093/mnras/stt2337,Oxford University Press (OUP),17,Monthly Notices of the Royal Astronomical Society,
10.1038/srep31730,Springer Science and Business Media LLC,19,Scientific Reports,Multidisciplinary
10.1210/en.2013-1805,The Endocrine Society,15,Endocrinology,
10.1103/physrevb.96.245119,American Physical Society (APS),25,Physical Review B,
10.3390/e16031484,MDPI AG,16,Entropy,
10.1103/physrevd.89.043510,American Physical Society (APS),17,Physical Review D,
10.1002/2016wr019191,American Geophysical Union (AGU),31,Water Resources Research,
10.1038/ncomms4418,Springer Science and Business Media LLC,20,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1186/s12896-015-0152-x,Springer Nature,20,BMC Biotechnology,Biotechnology
10.1371/journal.pone.0082363,Public Library of Science (PLoS),12,PLoS ONE,
10.1039/c6ta07410c,Royal Society of Chemistry (RSC),17,Journal of Materials Chemistry A,
10.5194/amt-6-2311-2013,Copernicus GmbH,14,Atmospheric Measurement Techniques,
10.3389/fpsyg.2016.00009,Frontiers Media SA,19,Frontiers in Psychology,
10.1103/physrevb.91.014412,American Physical Society (APS),18,Physical Review B,
10.1182/blood-2015-01-622787,American Society of Hematology,24,Blood,
10.1140/epjc/s10052-016-3884-4,Springer Nature,18,The European Physical Journal C,Physics and Astronomy (miscellaneous);Engineering (miscellaneous)
10.1038/s41467-017-00486-8,Springer Nature,30,Nature Communications,
10.3390/nu6126095,MDPI AG,19,Nutrients,
10.1080/00140139.2014.909949,Informa UK Limited,20,Ergonomics,
10.5194/amt-7-1547-2014,Copernicus GmbH,15,Atmospheric Measurement Techniques,
10.1103/physrevlett.115.140501,American Physical Society (APS),14,Physical Review Letters,
10.1073/pnas.1606044113,Proceedings of the National Academy of Sciences,21,Proceedings of the National Academy of Sciences,
10.1371/journal.pone.0118954,Public Library of Science (PLoS),15,PLOS ONE,
10.1021/acsnano.7b05170,American Chemical Society (ACS),30,ACS Nano,
10.1088/0004-637x/780/2/163,IOP Publishing,15,The Astrophysical Journal,
10.3389/fbioe.2016.00044,Frontiers Media SA,9,Frontiers in Bioengineering and Biotechnology,
10.7153/oam-08-64,Element d.o.o.,18,Operators and Matrices,Algebra and Number Theory;Analysis
10.1016/j.gexplo.2015.12.005,Elsevier BV,21,Journal of Geochemical Exploration,
10.1088/1367-2630/18/3/033024,IOP Publishing,19,New Journal of Physics,
10.1167/iovs.14-14543,Association for Research in Vision and Ophthalmology (ARVO),12,Investigative Opthalmology & Visual Science,
10.2196/mhealth.7141,JMIR Publications Inc.,43,JMIR mHealth and uHealth,
10.2522/ptj.20130603,Oxford University Press (OUP),23,Physical Therapy,
10.1002/job.1963,Wiley,19,Journal of Organizational Behavior,
10.1016/j.jhazmat.2013.05.011,Elsevier BV,17,Journal of Hazardous Materials,
10.1038/ncomms5275,Springer Science and Business Media LLC,18,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1017/s1368980013001705,Cambridge University Press (CUP),12,Public Health Nutrition,"Nutrition and Dietetics;Public Health, Environmental and Occupational Health;Medicine (miscellaneous)"
10.3847/1538-4357/836/1/67,American Astronomical Society,29,The Astrophysical Journal,
10.1371/journal.pone.0165085,Public Library of Science (PLoS),24,PLOS ONE,
10.1037/a0037751,American Psychological Association (APA),26,Developmental Psychology,
10.1364/boe.8.000800,The Optical Society,18,Biomedical Optics Express,
10.1007/s00454-013-9521-1,Springer Science and Business Media LLC,18,Discrete & Computational Geometry,Theoretical Computer Science;Computational Theory and Mathematics;Geometry and Topology;Discrete Mathematics and Combinatorics
10.1037/xge0000108,American Psychological Association (APA),24,Journal of Experimental Psychology: General,
10.1007/jhep04(2017)146,Springer Nature,17,Journal of High Energy Physics,
10.1016/j.foodpol.2016.12.001,Elsevier BV,28,Food Policy,
10.1371/journal.pone.0121138,Public Library of Science (PLoS),15,PLOS ONE,
10.3758/s13423-015-0979-0,Springer Science and Business Media LLC,20,Psychonomic Bulletin & Review,Experimental and Cognitive Psychology;Arts and Humanities (miscellaneous);Developmental and Educational Psychology
10.1103/physrevlett.116.257204,American Physical Society (APS),19,Physical Review Letters,
10.1016/j.patcog.2015.12.008,Elsevier BV,23,Pattern Recognition,Signal Processing;Software;Artificial Intelligence;Computer Vision and Pattern Recognition
10.1080/17470919.2013.835750,Informa UK Limited,21,Social Neuroscience,
10.1371/journal.pone.0119382,Public Library of Science (PLoS),16,PLOS ONE,
10.5194/amt-7-2907-2014,Copernicus GmbH,17,Atmospheric Measurement Techniques,
10.3945/jn.114.203679,Oxford University Press (OUP),15,The Journal of Nutrition,
10.1371/journal.pone.0080726,Public Library of Science (PLoS),18,PLoS ONE,
10.1021/acs.analchem.5b02568,American Chemical Society (ACS),18,Analytical Chemistry,
10.1016/j.jesp.2013.11.008,Elsevier BV,15,Journal of Experimental Social Psychology,
10.1016/j.ypmed.2015.05.011,Elsevier BV,21,Preventive Medicine,
10.1038/510465a,Springer Science and Business Media LLC,16,Nature,Multidisciplinary
10.1088/0004-637x/796/1/12,IOP Publishing,15,The Astrophysical Journal,
10.1016/j.earscirev.2016.10.013,Elsevier BV,29,Earth-Science Reviews,
10.3390/min4020257,MDPI AG,15,Minerals,
10.1186/s12911-015-0138-6,Springer Nature,16,BMC Medical Informatics and Decision Making,Health Policy;Health Informatics
10.1002/ece3.1479,Wiley,15,Ecology and Evolution,
10.1016/j.physletb.2014.07.040,Elsevier BV,14,Physics Letters B,
10.1088/0960-1317/23/11/114020,IOP Publishing,16,Journal of Micromechanics and Microengineering,
10.1073/pnas.1611418113,Proceedings of the National Academy of Sciences,19,Proceedings of the National Academy of Sciences,
10.1007/s13361-016-1392-2,Springer Science and Business Media LLC,21,Journal of The American Society for Mass Spectrometry,Spectroscopy;Structural Biology
10.1021/jacs.5b08254,American Chemical Society (ACS),21,Journal of the American Chemical Society,
10.1111/biom.12132,Wiley,19,Biometrics,
10.1186/1472-6963-13-227,Springer Nature,19,BMC Health Services Research,
10.1111/imig.12097,Wiley,22,International Migration,
10.1167/iovs.14-13864,Association for Research in Vision and Ophthalmology (ARVO),15,Investigative Ophthalmology & Visual Science,
10.1016/j.msec.2015.08.037,Elsevier BV,18,Materials Science and Engineering: C,
10.1093/her/cyu074,Oxford University Press (OUP),15,Health Education Research,
10.1016/j.bbamem.2012.10.008,Elsevier BV,14,Biochimica et Biophysica Acta (BBA) - Biomembranes,Biophysics;Cell Biology;Biochemistry
10.1111/cdev.12336,Wiley,29,Child Development,
10.1093/ntr/ntv228,Oxford University Press (OUP),21,Nicotine & Tobacco Research,
10.1364/optica.4.000077,The Optical Society,21,Optica,
10.1080/10410236.2015.1089456,Informa UK Limited,18,Health Communication,Communication;Health(social science)
10.1186/1471-2474-14-114,Springer Nature,13,BMC Musculoskeletal Disorders,
10.1017/cjn.2016.25,Cambridge University Press (CUP),19,Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques,Neurology;Clinical Neurology;General Medicine
10.1186/1471-2377-13-93,Springer Nature,14,BMC Neurology,
10.1007/jhep09(2014)173,Springer Nature,14,Journal of High Energy Physics,
10.1093/nar/gkw845,Oxford University Press (OUP),9,Nucleic Acids Research,
10.4103/1008-682x.183570,Medknow,17,Asian Journal of Andrology,
10.1371/journal.pone.0097797,Public Library of Science (PLoS),19,PLoS ONE,
10.1093/mnras/stu1030,Oxford University Press (OUP),17,Monthly Notices of the Royal Astronomical Society,
10.5271/sjweh.3467,"Scandinavian Journal of Work, Environment and Health",21,"Scandinavian Journal of Work, Environment & Health",
10.3389/fnbeh.2016.00068,Frontiers Media SA,15,Frontiers in Behavioral Neuroscience,
10.1109/tie.2013.2262753,Institute of Electrical and Electronics Engineers (IEEE),12,IEEE Transactions on Industrial Electronics,
10.1093/ntr/ntt075,Oxford University Press (OUP),12,Nicotine & Tobacco Research,
10.5194/hess-17-1093-2013,Copernicus GmbH,12,Hydrology and Earth System Sciences,
10.1002/2016gl071789,American Geophysical Union (AGU),16,Geophysical Research Letters,
10.1007/s00221-013-3741-8,Springer Nature,15,Experimental Brain Research,General Neuroscience
10.1016/j.drugalcdep.2014.07.019,Elsevier BV,17,Drug and Alcohol Dependence,
10.1038/srep22582,Springer Science and Business Media LLC,21,Scientific Reports,Multidisciplinary
10.1103/physrevb.92.245114,American Physical Society (APS),14,Physical Review B,
10.1093/biosci/biu084,Oxford University Press (OUP),19,BioScience,
10.1016/j.mechatronics.2015.04.020,Elsevier BV,18,Mechatronics,
10.1186/1471-2458-13-346,Springer Nature,15,BMC Public Health,
10.1016/j.jhydrol.2016.02.040,Elsevier BV,18,Journal of Hydrology,Water Science and Technology
10.1007/s11511-013-0105-y,International Press of Boston,8,Acta Mathematica,
10.1016/j.visres.2014.12.021,Elsevier BV,16,Vision Research,Ophthalmology;Sensory Systems
10.1093/ntr/ntt165,Oxford University Press (OUP),11,Nicotine & Tobacco Research,
10.1515/jci-2014-0022,Walter de Gruyter GmbH,7,Journal of Causal Inference,
10.3389/fpsyg.2013.00892,Frontiers Media SA,13,Frontiers in Psychology,
10.1007/s40820-014-0001-9,Springer Nature,23,Nano-Micro Letters,"Electrical and Electronic Engineering;Electronic, Optical and Magnetic Materials;Surfaces, Coatings and Films"
10.1021/jacs.7b04885,American Chemical Society (ACS),34,Journal of the American Chemical Society,
10.1007/s13157-013-0471-4,Springer Nature,13,Wetlands,Ecology;General Environmental Science;Environmental Chemistry
10.1186/s12913-015-1010-1,Springer Nature,12,BMC Health Services Research,
10.1016/j.bbamem.2013.12.011,Elsevier BV,18,Biochimica et Biophysica Acta (BBA) - Biomembranes,
10.1007/jhep02(2017)061,Springer Nature,15,Journal of High Energy Physics,
10.1186/s13068-014-0163-1,Springer Nature,18,Biotechnology for Biofuels,
10.1167/iovs.15-17481,Association for Research in Vision and Ophthalmology (ARVO),18,Investigative Opthalmology & Visual Science,
10.1126/sciadv.1701010,American Association for the Advancement of Science (AAAS),19,Science Advances,
10.1016/j.tcs.2012.10.055,Elsevier BV,16,Theoretical Computer Science,Theoretical Computer Science;General Computer Science
10.1103/physrevx.6.041062,American Physical Society (APS),13,Physical Review X,
10.1088/0004-637x/794/2/150,IOP Publishing,17,The Astrophysical Journal,
10.1088/1367-2630/17/8/083019,IOP Publishing,12,New Journal of Physics,
10.1136/tobaccocontrol-2014-051589,BMJ,13,Tobacco Control,
10.1371/journal.pone.0066119,Public Library of Science (PLoS),14,PLoS ONE,
10.3945/an.116.013474,Oxford University Press (OUP),28,Advances in Nutrition: An International Review Journal,
10.1186/s12942-015-0030-8,Springer Nature,15,International Journal of Health Geographics,
10.1080/17470218.2015.1094494,SAGE Publications,15,Quarterly Journal of Experimental Psychology,
10.1093/ntr/ntu098,Oxford University Press (OUP),16,Nicotine & Tobacco Research,
10.5751/es-05978-190101,"Resilience Alliance, Inc.",18,Ecology and Society,
10.1063/1.4933265,AIP Publishing,19,Journal of Applied Physics,
10.3847/0004-637x/817/2/167,American Astronomical Society,15,The Astrophysical Journal,
10.1002/2014wr016552,American Geophysical Union (AGU),15,Water Resources Research,
10.1523/jneurosci.2421-13.2014,Society for Neuroscience,13,Journal of Neuroscience,
10.1007/jhep04(2014)119,Springer Nature,14,Journal of High Energy Physics,
10.1103/physrevlett.119.261802,American Physical Society (APS),20,Physical Review Letters,
10.1093/mnras/stv1518,Oxford University Press (OUP),18,Monthly Notices of the Royal Astronomical Society,
10.1002/2015jg003065,American Geophysical Union (AGU),16,Journal of Geophysical Research: Biogeosciences,
10.1073/pnas.1524160113,Proceedings of the National Academy of Sciences,19,Proceedings of the National Academy of Sciences,
10.1103/physrevlett.110.087205,American Physical Society (APS),15,Physical Review Letters,
10.1093/mnras/stu1399,Oxford University Press (OUP),16,Monthly Notices of the Royal Astronomical Society,
10.1039/c4ra06191h,Royal Society of Chemistry (RSC),19,RSC Adv.,
10.1214/ejp.v18-2201,Institute of Mathematical Statistics,7,Electronic Journal of Probability,
10.1001/jamainternmed.2015.7792,American Medical Association (AMA),13,JAMA Internal Medicine,
10.1098/rsos.140465,The Royal Society,20,Royal Society Open Science,
10.1007/s10552-015-0556-x,Springer Nature,17,Cancer Causes & Control,Cancer Research;Oncology
10.1093/mnras/stt1410,Oxford University Press (OUP),16,Monthly Notices of the Royal Astronomical Society,
10.1080/17470919.2014.958616,Informa UK Limited,19,Social Neuroscience,
10.1093/heapro/dat031,Oxford University Press (OUP),12,Health Promotion International,
10.1103/physrevb.91.220506,American Physical Society (APS),15,Physical Review B,
10.1016/j.scitotenv.2014.05.064,Elsevier BV,24,Science of The Total Environment,
10.1088/1367-2630/17/1/013042,IOP Publishing,19,New Journal of Physics,
10.5888/pcd10.120290,Centers for Disease Control and Prevention (CDC),16,Preventing Chronic Disease,
10.1371/journal.pone.0083898,Public Library of Science (PLoS),15,PLoS ONE,
10.1016/j.physletb.2016.04.041,Elsevier BV,17,Physics Letters B,
10.1088/1367-2630/16/11/113001,IOP Publishing,21,New Journal of Physics,
10.24095/hpcdp.35.3.01,Health Promotion and Chronic Disease Prevention Branch (HPCDP) Public Health Agency of Canada,13,Health Promotion and Chronic Disease Prevention in Canada,
10.3945/jn.116.237271,Oxford University Press (OUP),20,The Journal of Nutrition,
10.1016/j.tcs.2014.04.016,Elsevier BV,22,Theoretical Computer Science,
10.1111/gfl.12003,Wiley,18,Geofluids,General Earth and Planetary Sciences
10.1038/srep19268,Springer Science and Business Media LLC,17,Scientific Reports,Multidisciplinary
10.1002/ijc.30259,Wiley,13,International Journal of Cancer,
10.1371/journal.pone.0159245,Public Library of Science (PLoS),17,PLOS ONE,
10.1136/tobaccocontrol-2013-051074,BMJ,17,Tobacco Control,
10.1038/srep46349,Springer Science and Business Media LLC,26,Scientific Reports,Multidisciplinary
10.1364/oe.24.011299,The Optical Society,13,Optics Express,
10.1186/s12859-014-0435-6,Springer Nature,19,BMC Bioinformatics,Biochemistry;Applied Mathematics;Molecular Biology;Structural Biology;Computer Science Applications
10.1136/bmjopen-2013-004488,BMJ,12,BMJ Open,
10.3791/50374,MyJove Corporation,3,Journal of Visualized Experiments,
10.1088/0004-637x/790/2/137,IOP Publishing,13,The Astrophysical Journal,
10.1158/1055-9965.epi-13-0957,American Association for Cancer Research (AACR),12,Cancer Epidemiology Biomarkers & Prevention,
10.1617/s11527-017-1010-1,Springer Nature,29,Materials and Structures,
10.1136/bmjopen-2015-007971,BMJ,14,BMJ Open,
10.1111/cogs.12100,Wiley,19,Cognitive Science,
10.1016/j.ecoleng.2017.07.012,Elsevier BV,28,Ecological Engineering,
10.1364/oe.22.027750,The Optical Society,15,Optics Express,
10.1038/ncomms12491,Springer Science and Business Media LLC,17,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1103/physreva.93.042302,American Physical Society (APS),16,Physical Review A,
10.1093/mnras/sts007,Oxford University Press (OUP),15,Monthly Notices of the Royal Astronomical Society,Space and Planetary Science;Astronomy and Astrophysics
10.1155/2015/934367,Hindawi Limited,7,Journal of Nanomaterials,
10.3847/0004-637x/832/2/148,American Astronomical Society,18,The Astrophysical Journal,
10.3758/s13421-012-0268-3,Springer Science and Business Media LLC,9,Memory & Cognition,Experimental and Cognitive Psychology;Arts and Humanities (miscellaneous);Neuropsychology and Physiological Psychology
10.1021/acssensors.6b00239,American Chemical Society (ACS),18,ACS Sensors,
10.1016/j.visres.2015.01.017,Elsevier BV,15,Vision Research,
10.1051/0004-6361/201321561,EDP Sciences,11,Astronomy & Astrophysics,
10.1093/ntr/nts259,Oxford University Press (OUP),18,Nicotine & Tobacco Research,"Public Health, Environmental and Occupational Health"
10.1371/journal.pone.0172398,Public Library of Science (PLoS),17,PLOS ONE,
10.3390/rs5083729,MDPI AG,13,Remote Sensing,
10.1371/journal.pone.0095555,Public Library of Science (PLoS),15,PLoS ONE,
10.1038/srep10304,Springer Science and Business Media LLC,16,Scientific Reports,Multidisciplinary
10.1080/10810730.2013.778368,Informa UK Limited,13,Journal of Health Communication,
10.1016/j.poly.2013.02.031,Elsevier BV,14,Polyhedron,
10.3389/fncom.2013.00184,Frontiers Media SA,13,Frontiers in Computational Neuroscience,
10.1103/physrevlett.117.217801,American Physical Society (APS),15,Physical Review Letters,
10.1186/1472-684x-13-35,Springer Nature,11,BMC Palliative Care,
10.1186/s12883-015-0347-8,Springer Nature,17,BMC Neurology,Clinical Neurology;General Medicine
10.1186/1471-2458-13-208,Springer Nature,13,BMC Public Health,
10.1007/s13539-014-0145-y,Wiley,15,"Journal of Cachexia, Sarcopenia and Muscle",
10.1016/j.envsoft.2016.03.006,Elsevier BV,16,Environmental Modelling & Software,Ecological Modelling;Environmental Engineering;Software
10.5751/es-09310-220231,"Resilience Alliance, Inc.",18,Ecology and Society,
10.1167/iovs.15-18770,Association for Research in Vision and Ophthalmology (ARVO),11,Investigative Opthalmology & Visual Science,
10.1103/physrevd.91.044025,American Physical Society (APS),13,Physical Review D,
10.1186/s12915-015-0195-4,Springer Nature,15,BMC Biology,
10.1016/j.anai.2017.03.017,Elsevier BV,11,"Annals of Allergy, Asthma & Immunology",
10.1503/cmaj.161002,Joule Inc.,27,Canadian Medical Association Journal,
10.1021/acs.langmuir.5b03606,American Chemical Society (ACS),20,Langmuir,
10.1186/1754-6834-6-139,Springer Nature,18,Biotechnology for Biofuels,
10.1093/mnras/stv2053,Oxford University Press (OUP),12,Monthly Notices of the Royal Astronomical Society,
10.1016/j.tca.2015.04.005,Elsevier BV,14,Thermochimica Acta,
10.1371/journal.pcbi.1004303,Public Library of Science (PLoS),16,PLOS Computational Biology,
10.1186/s12937-015-0121-1,Springer Nature,14,Nutrition Journal,
10.1371/journal.pone.0120015,Public Library of Science (PLoS),16,PLOS ONE,
10.1371/journal.pone.0113515,Public Library of Science (PLoS),16,PLoS ONE,
10.1371/journal.pone.0077027,Public Library of Science (PLoS),12,PLoS ONE,
10.1186/1559-0275-12-1,Springer Nature,15,Clinical Proteomics,
10.1002/adfm.201602715,Wiley,17,Advanced Functional Materials,
10.1093/eurpub/ckt142,Oxford University Press (OUP),14,The European Journal of Public Health,
10.3390/polym9020070,MDPI AG,21,Polymers,
10.1140/epjc/s10052-013-2684-3,Springer Nature,13,The European Physical Journal C,Physics and Astronomy (miscellaneous);Engineering (miscellaneous)
10.1073/pnas.1700082114,Proceedings of the National Academy of Sciences,24,Proceedings of the National Academy of Sciences,
10.1371/journal.pone.0109368,Public Library of Science (PLoS),15,PLoS ONE,
10.1371/journal.pone.0159007,Public Library of Science (PLoS),24,PLOS ONE,
10.1093/pch/18.10.529,Oxford University Press (OUP),13,Paediatrics & Child Health,
10.1103/physrevlett.110.262502,American Physical Society (APS),17,Physical Review Letters,
10.1021/bi400549s,American Chemical Society (ACS),16,Biochemistry,
10.1128/aem.02128-16,American Society for Microbiology,17,Applied and Environmental Microbiology,
10.1007/jhep10(2014)035,Springer Nature,19,Journal of High Energy Physics,
10.1657/1938-4246-46.1.218,Informa UK Limited,11,"Arctic, Antarctic, and Alpine Research",
10.1016/j.jml.2013.01.003,Elsevier BV,8,Journal of Memory and Language,
10.1098/rspa.2013.0289,The Royal Society,13,"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences",
10.1017/s1368980017001276,Cambridge University Press (CUP),24,Public Health Nutrition,"Nutrition and Dietetics;Public Health, Environmental and Occupational Health;Medicine (miscellaneous)"
10.1002/cpe.3065,Wiley,12,Concurrency and Computation: Practice and Experience,
